,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,helpful_numerator,helpful_denominator,unhelpful,metric,classification
5155,A34GZPHWYPSY2T,B000FVVXG4,"E. Hernandez ""Call me Harry""","[1, 1]",crocs beach clog model is just as awesome as the specialist model which i love so much this model averages 23 and may be the model so many people think about when they say crocs are ugly i have news for you but you should believe your own eyes crocs are not uglyno matter how ugly you may think they are once you try on a pair you will never want to take them off  guaranteed this model as you see is riddled with swisscheesestyle holes its good ventilation for summer but i think youll be pretty hot under the collar if it rains that cold rain gets into these holes faster than spinach into popeyeyet crocs made of a unique material known as croclite are in my opinion the finest and most brilliant shoes ever manufactured sturdy design functionality practicality a comfortable fit that will make at least your feet think theyve died and gone to foot heaven  its all here and anyone who says they are ugly is an insulting insensitive and tasteless snotlet me just say these shoes will take a beating and then some youll barely notice any wear on the soles they love all feet and all styles of socks  or no socks got them stained or dirty wash them off in the bath or shower its that simple comfort goalmostanywhere i know a guy who wears his black crocs to funerals but i would not do it tossthemanyplace last forever and no they are not uglythese spectacular shoes lured me away from my decades of wearing okabashi sandals  they are that comfortable not too worried about cold feet then wear these in winter perfect yearround and you wont believe how cool they are in the summer heatthese will be the last mules clogs driving moccasins or loafers youll ever really want to buy you may buy more you may buy other types of shoes too  but these things will make you fall in eternal lovecrocs you only think theyre ugly wait til you wear themotherwise you cant pass up the chance to own a couple of pairs of this style it is comfort good support ease of maintenance hardwearing and you will find your color and size just read the options carefullycrocs they aint ugly theys snappy,5.0,Crocs Beach Clogs: A Holey Original Shoe,1309996800,"07 7, 2011",1,1,0,1.0,1
5158,ACVIBENN5WELA,B007KQRSZM,Denise Rossi,"[0, 1]",they say you get what you pay for and that is so true in this case  the item is very very cheap looking and the chain arrived already looking as though it was ready to break,3.0,Get what you pay for,1387324800,"12 18, 2013",0,1,1,-1.0,0
5174,A13G1TKIKHGV3F,B000L7J18Y,M. Heiss,"[1, 1]",fit and price are great for these socks but they are no more cushioned than regular hanes socks or imperceptibly more  caveat emptor,4.0,Fit great; not enough cushion,1358208000,"01 15, 2013",1,1,0,1.0,1
5180,A2DJY18JCN2V33,B00ACIFLAO,anonymous,"[0, 1]",i bought them for my boyfriend they fit as expected and are comfy nice color he likes them as usual,5.0,Boxer,1376784000,"08 18, 2013",0,1,1,-1.0,0
5182,A1559J6V4CEKN4,B005P78BY0,meow,"[0, 1]",this product is super cute you could wear it to go to a festival or just hang out with friends the reason i gave it a 3 star was because it didnt have the extra pocket to place my phone as advertise its a 2 in 1 function also its a little to fluffy for me i normally loveeee fluffy but it kinda bothers my face a little but maybe because i have sensitive skin but regardless i still love my hoodie and get complements on it all the time,4.0,Cute polar bear,1390521600,"01 24, 2014",0,1,1,-1.0,0
5183,A3OTDRRXMW9FV3,B0001HIT0U,"jagjean ""jagjean""","[4, 5]",i loved this watch when i first recieved it but i have quite a collection and dont wear any one watch often bought this one in july 2012 it is now january 2013 and ive only worn it 3 times on the 3rd wearing the band came loose from the face and at this point i can only get a partial refund not cool i have one other skagen that i purchased at the same time a browm dial and now im almost afraid to wear that one like this one it is thin and nice to look at i will not even consider another skagen in the future looks and feels like quality but not,2.0,Poor Quality,1357603200,"01 8, 2013",4,5,1,0.6,1
5185,A2ZSWMVY5YAVL7,B000NK00DY,Rosie,"[0, 1]",i should have exchanged my boots for a small size however love them with my socks thank you for sending them anyway,4.0,comfortably,1398643200,"04 28, 2014",0,1,1,-1.0,0
5187,A30S64ZMQZ0MUQ,B000S6N3V4,Danimal,"[0, 2]",these fit great in the waist and look very good they are however just a little too short for my liking but that is subjective there is also a little change pocket within the front right pocket which is a little weird but thats also subjective,3.0,Nice shorts but they are little.....short.,1396051200,"03 29, 2014",0,2,2,-1.0,0
5189,AP3POU60V3IKJ,B001A62M04,"SIR GARF ""SLG""","[0, 2]",it was a very nice multi function watch with all the bells and whistles however it was just too big for me i sent it back and ordered another smaller watch,4.0,Not For Me,1325548800,"01 3, 2012",0,2,2,-1.0,0
5190,A1MOLHV6IFT0CE,B009PSKTEA,Amazon Customer,"[0, 1]",these boots were cute and great quality but i only gave them four stars because i purchased the size that i would normally wear in any shoe and these are far too small for me  i passed them on to my daughter who has a smaller foot than i do  if they had been true to size then they would have received a 5 star rating from me,4.0,cute but made small,1389571200,"01 13, 2014",0,1,1,-1.0,0
5200,A3L61G6N7AT8N2,B001AOEIVW,"Bartok Kinski ""A casual stroll through the lu...","[0, 1]",since i have a bad foot odor problem i dont use these expensive slippers i also found out that they are not 100 pure vegan shoes since the interior muff is from sheep parcels and the stitching is from the sinews of sheep liverinstead of donating these to a homeless shelter i use them for my pet ferrets as snug lugsthese are great winter slipper for rodents of any small size can be washed and vacuumed regularly as well can also be used for chicken pecking exercises,4.0,Sore Men's Talcon Bridge Winter Slipper,1384819200,"11 19, 2013",0,1,1,-1.0,0
5203,A1YIV070HP0VAJ,B0074DAHWC,"Amazon Customer ""-Bufferkiller""","[0, 1]",its a beanie not hard to get that right no logo no patterns just a simple beanie does what it is supposed to do is really comfortable and looks good,5.0,It's a black beanie.,1384992000,"11 21, 2013",0,1,1,-1.0,0
5216,A3HNQLK4NUFL4V,B000KK0OLA,Sean,"[5, 5]",57 and 150 pounds the medium fits a little baggy and long about an inch under my knee but ill probably end up shrinking them and they will be perfect if you are on the fence between these and the russell shorts i definitely think these are better i have a pair of the russel shorts in every color and was a huge fan but the softness and thickness of this material is of a much higher quality im converted to this brand for my cotton shorts from now on,5.0,I was a big fan of the Russell cotton shorts until I tried these,1317686400,"10 4, 2011",5,5,0,1.0,1
5220,A1RHAHNMTW3YH6,B000G6SRW6,Jason,"[7, 7]",bought these 2 days ago they arrived in 2 days after selecting standard shipping to canada  amazing service i have the arizona sandals with the regular footbed and loved them so much i wanted some clogs but because i will be standing in these more than walking i decided i wanted the soft footbed the soft footbed soles are much more plush and not entirely comparable to the regular sole they are still supportive  that distinctive birkenstock footbed feel is there with great metatarsal and arch support  but they definitely have a lot more give to them the leather upper is thick but soft and very comfy the leather on the soft footbeds feels a little softer and thinner than on the regular footbeds for those who love their birks but just want something a little more cushy these are the answer for those who wanted to love birks but couldnt take the hard footbeds this is exactly what youve been looking fori ordered the same size as my arizona sandals  i measure a size 105 medium us mens shoe on a brannock device which according to the birkenstock chart is a 43 but i find the 43 too large with my toes a bit far from the end and unable to grip the toebar properly so i fit a 42 regular in birkenstocks the boston clogs fit very similar to the arizonas in terms of length and width but the heel cup is very slightly less deep but still quite supportive and perhaps slightly narrower than on my arizona sandals because they have only one strap they do fit looser on my low volume feet i can wear them barefoot on the last notch or on the second notch with regular socks but since they are new they will no doubt stretch and i might have to cut a new notch for the buckle eventuallyall in all a great piece of footwear i am a recent and now devoted birkenstock convert after shunning them for yearsfinally my feet are getting the support they need and in a handsome and comfortable package and at the reduced prices offered here its a nobrainer,5.0,Just what you needed,1316649600,"09 22, 2011",7,7,0,1.0,1
5223,A30ZHC0AUR04LF,B000SLRAKO,SAH,"[0, 1]",this michael kors watch is well made as expected and a nice heavier weight watch i had this on my wish list and lucky me got it as a gift i didnt realize it had a motherofpearl looking face the face looks white in the picture im normally not at all a fan of pearl and like a little more industrial even masculine accessories but i find myself loving the face of this watch it adds to the highend look and gives a hint of more detail without being gaudy it also makes it a little more feminine it is very easy to set the date on this watch if you look closely you can tell that the part of the band that touches the face is actually a solid piece and not separate pieces at first i didnt like this i wanted the detail to be true but after i got over it i realize its not very noticeable and probably lends to the stability of the watch band overall as are all michael kors items this is beautiful highquality and from the horses mouth a wonderful gift,5.0,"Face has pearl look, beautiful watch!",1397347200,"04 13, 2014",0,1,1,-1.0,0
5228,A3QIJ3OFGP8KLP,B003XX05IS,"Lisa Davis ""Lovin Life""","[0, 1]",fits well and molds to my feet feels heavenly while being lazy while you drive or walk around on warm days  just make sure you have a pedicure  no one wants to see crusted ashy toes ,5.0,Its Reef and its always good,1391990400,"02 10, 2014",0,1,1,-1.0,0
5231,A2UOWHRPP4895I,B0000E0125,HeartForAfrica,"[42, 44]",this is a very lightweight top which is great to wear under clothing it is very silkly feeling against the skin although when i washed it the first time using ivory gentle detergent cool water and washed by hand it lost some of the silkyness and shrank a tad next time i will use less detergent and very cold water just a headsup to others,5.0,Lightweight and silky!,1231891200,"01 14, 2009",42,44,2,0.9090909090909091,1
